hotel,fecha,nivel,cantidad
demo-costa,2024-03-10,Member (MRD),1
demo-costa,2024-03-10,Silver Elite (SLR),1
demo-centro,2024-03-11,Member (MRD),4
demo-centro,2024-03-11,Silver Elite (SLR),3
demo-centro,2024-03-11,Gold Elite (GLD),4
demo-centro,2024-03-11,Platinum Elite (PLT),1
demo-centro,2024-03-11,Titanium Elite (TTM),4
demo-costa,2024-03-11,Member (MRD),3
demo-costa,2024-03-11,Silver Elite (SLR),4
demo-costa,2024-03-11,Platinum Elite (PLT),3
demo-costa,2024-03-11,Titanium Elite (TTM),3
demo-centro,2024-03-12,Silver Elite (SLR),2
demo-centro,2024-03-12,Gold Elite (GLD),1
demo-costa,2024-03-12,Member (MRD),2
demo-costa,2024-03-12,Gold Elite (GLD),2
demo-costa,2024-03-12,Platinum Elite (PLT),4
demo-costa,2024-03-12,Titanium Elite (TTM),3
demo-centro,2024-03-13,Member (MRD),1
demo-centro,2024-03-13,Gold Elite (GLD),4
demo-centro,2024-03-13,Titanium Elite (TTM),1
demo-costa,2024-03-13,Member (MRD),1
demo-costa,2024-03-13,Silver Elite (SLR),2
demo-costa,2024-03-13,Gold Elite (GLD),1
demo-costa,2024-03-13,Platinum Elite (PLT),3
demo-costa,2024-03-13,Titanium Elite (TTM),2
demo-centro,2024-03-14,Member (MRD),4
demo-centro,2024-03-14,Silver Elite (SLR),3
demo-centro,2024-03-14,Gold Elite (GLD),3
demo-centro,2024-03-14,Platinum Elite (PLT),4
demo-costa,2024-03-14,Member (MRD),4
demo-costa,2024-03-14,Silver Elite (SLR),2
demo-costa,2024-03-14,Gold Elite (GLD),1
demo-costa,2024-03-14,Platinum Elite (PLT),3
demo-costa,2024-03-14,Titanium Elite (TTM),4
demo-centro,2024-03-15,Member (MRD),4
demo-centro,2024-03-15,Silver Elite (SLR),1
demo-centro,2024-03-15,Gold Elite (GLD),2
demo-centro,2024-03-15,Platinum Elite (PLT),1
demo-costa,2024-03-15,Titanium Elite (TTM),4
demo-centro,2024-03-16,Member (MRD),3
demo-centro,2024-03-16,Gold Elite (GLD),1
demo-centro,2024-03-16,Platinum Elite (PLT),1
demo-centro,2024-03-16,Titanium Elite (TTM),1
demo-costa,2024-03-16,Silver Elite (SLR),2
demo-costa,2024-03-16,Gold Elite (GLD),3
demo-costa,2024-03-16,Titanium Elite (TTM),1
demo-centro,2024-03-17,Silver Elite (SLR),2
demo-centro,2024-03-17,Gold Elite (GLD),2
demo-centro,2024-03-17,Platinum Elite (PLT),2
demo-costa,2024-03-17,Member (MRD),4
demo-costa,2024-03-17,Silver Elite (SLR),4
demo-costa,2024-03-17,Gold Elite (GLD),3
demo-costa,2024-03-17,Platinum Elite (PLT),2
demo-costa,2024-03-17,Titanium Elite (TTM),4
demo-centro,2024-03-18,Member (MRD),3
demo-centro,2024-03-18,Gold Elite (GLD),4
demo-centro,2024-03-18,Platinum Elite (PLT),4
demo-centro,2024-03-18,Titanium Elite (TTM),1
demo-costa,2024-03-18,Member (MRD),2
demo-costa,2024-03-18,Silver Elite (SLR),1
demo-costa,2024-03-18,Gold Elite (GLD),3
demo-costa,2024-03-18,Titanium Elite (TTM),4
demo-centro,2024-03-19,Member (MRD),3
demo-centro,2024-03-19,Silver Elite (SLR),1
demo-centro,2024-03-19,Gold Elite (GLD),3
demo-centro,2024-03-19,Platinum Elite (PLT),4
demo-centro,2024-03-19,Titanium Elite (TTM),2
demo-costa,2024-03-19,Member (MRD),1
demo-costa,2024-03-19,Silver Elite (SLR),2
demo-costa,2024-03-19,Gold Elite (GLD),1
demo-costa,2024-03-19,Platinum Elite (PLT),1
demo-costa,2024-03-19,Titanium Elite (TTM),3
demo-centro,2024-03-20,Member (MRD),4
demo-centro,2024-03-20,Gold Elite (GLD),2
demo-centro,2024-03-20,Platinum Elite (PLT),2
demo-costa,2024-03-20,Silver Elite (SLR),3
demo-costa,2024-03-20,Platinum Elite (PLT),2
demo-costa,2024-03-20,Titanium Elite (TTM),1
demo-centro,2024-03-21,Member (MRD),1
demo-centro,2024-03-21,Silver Elite (SLR),3
demo-centro,2024-03-21,Gold Elite (GLD),1
demo-centro,2024-03-21,Platinum Elite (PLT),4
demo-centro,2024-03-21,Titanium Elite (TTM),4
demo-costa,2024-03-21,Member (MRD),2
demo-costa,2024-03-21,Silver Elite (SLR),4
demo-costa,2024-03-21,Gold Elite (GLD),2
demo-costa,2024-03-21,Platinum Elite (PLT),4
demo-costa,2024-03-21,Titanium Elite (TTM),1
demo-centro,2024-03-22,Member (MRD),2
demo-centro,2024-03-22,Silver Elite (SLR),4
demo-centro,2024-03-22,Gold Elite (GLD),1
demo-centro,2024-03-22,Platinum Elite (PLT),1
demo-centro,2024-03-22,Titanium Elite (TTM),2
demo-costa,2024-03-22,Member (MRD),1
demo-costa,2024-03-22,Silver Elite (SLR),2
demo-costa,2024-03-22,Gold Elite (GLD),2
demo-costa,2024-03-22,Platinum Elite (PLT),4
demo-costa,2024-03-22,Titanium Elite (TTM),1
demo-centro,2024-03-23,Member (MRD),1
demo-centro,2024-03-23,Silver Elite (SLR),2
demo-centro,2024-03-23,Gold Elite (GLD),1
demo-centro,2024-03-23,Platinum Elite (PLT),2
demo-costa,2024-03-23,Member (MRD),1
demo-costa,2024-03-23,Silver Elite (SLR),1
demo-costa,2024-03-23,Gold Elite (GLD),2
demo-costa,2024-03-23,Platinum Elite (PLT),2
demo-costa,2024-03-23,Titanium Elite (TTM),3
demo-centro,2024-03-24,Member (MRD),3
demo-centro,2024-03-24,Platinum Elite (PLT),3
demo-centro,2024-03-24,Titanium Elite (TTM),3
demo-costa,2024-03-24,Member (MRD),3
demo-costa,2024-03-24,Gold Elite (GLD),1
demo-costa,2024-03-24,Platinum Elite (PLT),2
demo-costa,2024-03-24,Titanium Elite (TTM),4
demo-centro,2024-03-25,Member (MRD),4
demo-centro,2024-03-25,Silver Elite (SLR),3
demo-centro,2024-03-25,Gold Elite (GLD),1
demo-centro,2024-03-25,Platinum Elite (PLT),4
demo-centro,2024-03-25,Titanium Elite (TTM),1
demo-costa,2024-03-25,Member (MRD),2
demo-costa,2024-03-25,Silver Elite (SLR),2
demo-costa,2024-03-25,Platinum Elite (PLT),3
demo-costa,2024-03-25,Titanium Elite (TTM),1
demo-centro,2024-03-26,Member (MRD),3
demo-centro,2024-03-26,Gold Elite (GLD),4
demo-centro,2024-03-26,Platinum Elite (PLT),3
demo-centro,2024-03-26,Titanium Elite (TTM),4
demo-costa,2024-03-26,Member (MRD),2
demo-costa,2024-03-26,Gold Elite (GLD),3
demo-costa,2024-03-26,Platinum Elite (PLT),3
demo-centro,2024-03-27,Member (MRD),4
demo-centro,2024-03-27,Silver Elite (SLR),2
demo-centro,2024-03-27,Platinum Elite (PLT),4
demo-centro,2024-03-27,Titanium Elite (TTM),3
demo-costa,2024-03-27,Member (MRD),2
demo-costa,2024-03-27,Silver Elite (SLR),4
demo-costa,2024-03-27,Gold Elite (GLD),2
demo-costa,2024-03-27,Platinum Elite (PLT),3
demo-costa,2024-03-27,Titanium Elite (TTM),3
demo-centro,2024-03-28,Member (MRD),4
demo-centro,2024-03-28,Silver Elite (SLR),2
demo-centro,2024-03-28,Platinum Elite (PLT),2
demo-centro,2024-03-28,Titanium Elite (TTM),2
demo-costa,2024-03-28,Member (MRD),3
demo-costa,2024-03-28,Silver Elite (SLR),2
demo-costa,2024-03-28,Gold Elite (GLD),4
demo-costa,2024-03-28,Platinum Elite (PLT),2
demo-centro,2024-03-29,Member (MRD),3
demo-centro,2024-03-29,Silver Elite (SLR),3
demo-centro,2024-03-29,Gold Elite (GLD),1
demo-centro,2024-03-29,Platinum Elite (PLT),1
demo-centro,2024-03-29,Titanium Elite (TTM),1
demo-costa,2024-03-29,Member (MRD),1
demo-costa,2024-03-29,Silver Elite (SLR),3
demo-costa,2024-03-29,Gold Elite (GLD),4
demo-costa,2024-03-29,Platinum Elite (PLT),1
demo-costa,2024-03-29,Titanium Elite (TTM),1
demo-centro,2024-03-30,Member (MRD),2
demo-centro,2024-03-30,Silver Elite (SLR),4
demo-centro,2024-03-30,Gold Elite (GLD),1
demo-centro,2024-03-30,Platinum Elite (PLT),3
demo-centro,2024-03-30,Titanium Elite (TTM),2
demo-costa,2024-03-30,Member (MRD),2
demo-costa,2024-03-30,Silver Elite (SLR),3
demo-costa,2024-03-30,Gold Elite (GLD),1
demo-costa,2024-03-30,Platinum Elite (PLT),3
demo-centro,2024-03-31,Member (MRD),3
demo-centro,2024-03-31,Silver Elite (SLR),3
demo-centro,2024-03-31,Gold Elite (GLD),4
demo-centro,2024-03-31,Titanium Elite (TTM),2
demo-costa,2024-03-31,Silver Elite (SLR),4
demo-costa,2024-03-31,Gold Elite (GLD),2
demo-costa,2024-03-31,Platinum Elite (PLT),1
demo-costa,2024-03-31,Titanium Elite (TTM),4
demo-centro,2024-04-01,Member (MRD),2
demo-centro,2024-04-01,Silver Elite (SLR),2
demo-centro,2024-04-01,Gold Elite (GLD),4
demo-centro,2024-04-01,Titanium Elite (TTM),4
demo-costa,2024-04-01,Member (MRD),2
demo-costa,2024-04-01,Silver Elite (SLR),1
demo-costa,2024-04-01,Gold Elite (GLD),1
demo-costa,2024-04-01,Platinum Elite (PLT),3
demo-costa,2024-04-01,Titanium Elite (TTM),4
demo-centro,2024-04-02,Member (MRD),4
demo-centro,2024-04-02,Silver Elite (SLR),2
demo-centro,2024-04-02,Gold Elite (GLD),1
demo-centro,2024-04-02,Platinum Elite (PLT),3
demo-centro,2024-04-02,Titanium Elite (TTM),1
demo-costa,2024-04-02,Silver Elite (SLR),4
demo-costa,2024-04-02,Platinum Elite (PLT),2
demo-costa,2024-04-02,Titanium Elite (TTM),3
demo-centro,2024-04-03,Member (MRD),1
demo-centro,2024-04-03,Silver Elite (SLR),3
demo-centro,2024-04-03,Gold Elite (GLD),1
demo-centro,2024-04-03,Platinum Elite (PLT),3
demo-centro,2024-04-03,Titanium Elite (TTM),1
demo-costa,2024-04-03,Member (MRD),2
demo-costa,2024-04-03,Silver Elite (SLR),3
demo-costa,2024-04-03,Gold Elite (GLD),4
demo-costa,2024-04-03,Platinum Elite (PLT),3
demo-costa,2024-04-03,Titanium Elite (TTM),2
demo-centro,2024-04-04,Member (MRD),2
demo-centro,2024-04-04,Platinum Elite (PLT),4
demo-costa,2024-04-04,Silver Elite (SLR),4
demo-costa,2024-04-04,Gold Elite (GLD),3
demo-costa,2024-04-04,Platinum Elite (PLT),3
demo-costa,2024-04-04,Titanium Elite (TTM),1
demo-centro,2024-04-05,Member (MRD),2
demo-centro,2024-04-05,Silver Elite (SLR),2
demo-centro,2024-04-05,Gold Elite (GLD),3
demo-centro,2024-04-05,Platinum Elite (PLT),4
demo-centro,2024-04-05,Titanium Elite (TTM),4
demo-costa,2024-04-05,Member (MRD),3
demo-costa,2024-04-05,Silver Elite (SLR),2
demo-costa,2024-04-05,Gold Elite (GLD),4
demo-costa,2024-04-05,Titanium Elite (TTM),2
demo-centro,2024-04-06,Member (MRD),4
demo-centro,2024-04-06,Silver Elite (SLR),2
demo-centro,2024-04-06,Gold Elite (GLD),1
demo-centro,2024-04-06,Platinum Elite (PLT),3
demo-costa,2024-04-06,Member (MRD),4
demo-costa,2024-04-06,Platinum Elite (PLT),3
demo-costa,2024-04-06,Titanium Elite (TTM),4
demo-centro,2024-04-07,Member (MRD),1
demo-centro,2024-04-07,Silver Elite (SLR),3
demo-centro,2024-04-07,Gold Elite (GLD),4
demo-centro,2024-04-07,Titanium Elite (TTM),4
demo-costa,2024-04-07,Member (MRD),4
demo-costa,2024-04-07,Gold Elite (GLD),1
demo-costa,2024-04-07,Titanium Elite (TTM),3
demo-centro,2024-04-08,Gold Elite (GLD),2
demo-centro,2024-04-08,Platinum Elite (PLT),1
demo-centro,2024-04-08,Titanium Elite (TTM),2
demo-costa,2024-04-08,Member (MRD),3
demo-costa,2024-04-08,Gold Elite (GLD),2
demo-costa,2024-04-08,Titanium Elite (TTM),3
demo-centro,2024-04-09,Silver Elite (SLR),3
demo-centro,2024-04-09,Gold Elite (GLD),4
demo-centro,2024-04-09,Platinum Elite (PLT),3
demo-centro,2024-04-09,Titanium Elite (TTM),3
demo-costa,2024-04-09,Member (MRD),1
demo-costa,2024-04-09,Silver Elite (SLR),3
demo-costa,2024-04-09,Gold Elite (GLD),3
demo-costa,2024-04-09,Platinum Elite (PLT),4
demo-centro,2024-04-10,Platinum Elite (PLT),1
demo-costa,2024-04-10,Member (MRD),1
demo-costa,2024-04-10,Silver Elite (SLR),3
demo-costa,2024-04-10,Gold Elite (GLD),1
demo-costa,2024-04-10,Titanium Elite (TTM),2
demo-centro,2024-04-11,Member (MRD),4
demo-centro,2024-04-11,Silver Elite (SLR),3
demo-centro,2024-04-11,Gold Elite (GLD),3
demo-centro,2024-04-11,Platinum Elite (PLT),2
demo-costa,2024-04-11,Member (MRD),4
demo-costa,2024-04-11,Gold Elite (GLD),3
demo-costa,2024-04-11,Platinum Elite (PLT),2
demo-costa,2024-04-11,Titanium Elite (TTM),2
demo-centro,2024-04-12,Member (MRD),2
demo-centro,2024-04-12,Silver Elite (SLR),4
demo-centro,2024-04-12,Gold Elite (GLD),3
demo-centro,2024-04-12,Platinum Elite (PLT),3
demo-centro,2024-04-12,Titanium Elite (TTM),1
demo-costa,2024-04-12,Member (MRD),1
demo-costa,2024-04-12,Silver Elite (SLR),3
demo-costa,2024-04-12,Gold Elite (GLD),3
demo-costa,2024-04-12,Platinum Elite (PLT),3
demo-costa,2024-04-12,Titanium Elite (TTM),3
demo-centro,2024-04-13,Member (MRD),4
demo-centro,2024-04-13,Silver Elite (SLR),2
demo-centro,2024-04-13,Gold Elite (GLD),4
demo-centro,2024-04-13,Titanium Elite (TTM),1
demo-costa,2024-04-13,Member (MRD),1
demo-costa,2024-04-13,Silver Elite (SLR),3
demo-costa,2024-04-13,Gold Elite (GLD),3
demo-costa,2024-04-13,Platinum Elite (PLT),3
demo-costa,2024-04-13,Titanium Elite (TTM),4
demo-centro,2024-04-14,Member (MRD),2
demo-centro,2024-04-14,Silver Elite (SLR),3
demo-centro,2024-04-14,Gold Elite (GLD),1
demo-centro,2024-04-14,Platinum Elite (PLT),4
demo-costa,2024-04-14,Member (MRD),4
demo-costa,2024-04-14,Silver Elite (SLR),1
demo-costa,2024-04-14,Gold Elite (GLD),2
demo-costa,2024-04-14,Platinum Elite (PLT),4
demo-costa,2024-04-14,Titanium Elite (TTM),3
demo-centro,2024-04-15,Member (MRD),1
demo-centro,2024-04-15,Silver Elite (SLR),2
demo-centro,2024-04-15,Gold Elite (GLD),4
demo-centro,2024-04-15,Titanium Elite (TTM),3
demo-costa,2024-04-15,Silver Elite (SLR),3
demo-costa,2024-04-15,Gold Elite (GLD),3
demo-costa,2024-04-15,Platinum Elite (PLT),4
demo-centro,2024-04-16,Member (MRD),2
demo-centro,2024-04-16,Silver Elite (SLR),4
demo-centro,2024-04-16,Gold Elite (GLD),2
demo-centro,2024-04-16,Platinum Elite (PLT),3
demo-centro,2024-04-16,Titanium Elite (TTM),4
demo-costa,2024-04-16,Member (MRD),1
demo-costa,2024-04-16,Silver Elite (SLR),2
demo-costa,2024-04-16,Gold Elite (GLD),2
demo-costa,2024-04-16,Platinum Elite (PLT),4
demo-costa,2024-04-16,Titanium Elite (TTM),4
demo-centro,2024-04-17,Member (MRD),3
demo-centro,2024-04-17,Silver Elite (SLR),2
demo-centro,2024-04-17,Platinum Elite (PLT),2
demo-centro,2024-04-17,Titanium Elite (TTM),3
demo-costa,2024-04-17,Member (MRD),2
demo-costa,2024-04-17,Silver Elite (SLR),2
demo-costa,2024-04-17,Gold Elite (GLD),4
demo-costa,2024-04-17,Platinum Elite (PLT),4
demo-centro,2024-04-18,Member (MRD),1
demo-centro,2024-04-18,Silver Elite (SLR),2
demo-centro,2024-04-18,Gold Elite (GLD),2
demo-centro,2024-04-18,Platinum Elite (PLT),3
demo-costa,2024-04-18,Member (MRD),1
demo-costa,2024-04-18,Silver Elite (SLR),2
demo-costa,2024-04-18,Platinum Elite (PLT),2
demo-costa,2024-04-18,Titanium Elite (TTM),1
demo-centro,2024-04-19,Member (MRD),3
demo-centro,2024-04-19,Silver Elite (SLR),3
demo-centro,2024-04-19,Platinum Elite (PLT),4
demo-centro,2024-04-19,Titanium Elite (TTM),3
demo-costa,2024-04-19,Member (MRD),2
demo-costa,2024-04-19,Silver Elite (SLR),4
demo-costa,2024-04-19,Gold Elite (GLD),1
demo-costa,2024-04-19,Titanium Elite (TTM),4
demo-centro,2024-04-20,Member (MRD),1
demo-centro,2024-04-20,Silver Elite (SLR),1
demo-centro,2024-04-20,Platinum Elite (PLT),2
demo-centro,2024-04-20,Titanium Elite (TTM),2
demo-costa,2024-04-20,Silver Elite (SLR),2
demo-costa,2024-04-20,Gold Elite (GLD),4
demo-costa,2024-04-20,Platinum Elite (PLT),3
demo-centro,2024-04-21,Member (MRD),4
demo-centro,2024-04-21,Silver Elite (SLR),4
demo-centro,2024-04-21,Gold Elite (GLD),3
demo-centro,2024-04-21,Titanium Elite (TTM),3
demo-costa,2024-04-21,Member (MRD),3
demo-costa,2024-04-21,Silver Elite (SLR),3
demo-costa,2024-04-21,Gold Elite (GLD),1
demo-costa,2024-04-21,Platinum Elite (PLT),3
demo-costa,2024-04-21,Titanium Elite (TTM),1
demo-centro,2024-04-22,Silver Elite (SLR),1
demo-centro,2024-04-22,Gold Elite (GLD),1
demo-centro,2024-04-22,Titanium Elite (TTM),4
demo-costa,2024-04-22,Member (MRD),3
demo-costa,2024-04-22,Gold Elite (GLD),3
demo-centro,2024-04-23,Member (MRD),1
demo-centro,2024-04-23,Silver Elite (SLR),2
demo-centro,2024-04-23,Gold Elite (GLD),1
demo-centro,2024-04-23,Titanium Elite (TTM),1
demo-costa,2024-04-23,Member (MRD),1
demo-costa,2024-04-23,Silver Elite (SLR),2
demo-costa,2024-04-23,Gold Elite (GLD),3
demo-costa,2024-04-23,Platinum Elite (PLT),3
demo-costa,2024-04-23,Titanium Elite (TTM),1
demo-centro,2024-04-24,Member (MRD),3
demo-centro,2024-04-24,Gold Elite (GLD),2
demo-centro,2024-04-24,Platinum Elite (PLT),3
demo-centro,2024-04-24,Titanium Elite (TTM),3
demo-costa,2024-04-24,Member (MRD),1
demo-costa,2024-04-24,Silver Elite (SLR),4
demo-costa,2024-04-24,Gold Elite (GLD),3
demo-costa,2024-04-24,Platinum Elite (PLT),2
demo-centro,2024-04-25,Member (MRD),1
demo-centro,2024-04-25,Gold Elite (GLD),3
demo-centro,2024-04-25,Platinum Elite (PLT),2
demo-centro,2024-04-25,Titanium Elite (TTM),3
demo-costa,2024-04-25,Member (MRD),2
demo-costa,2024-04-25,Silver Elite (SLR),1
demo-costa,2024-04-25,Platinum Elite (PLT),3
demo-costa,2024-04-25,Titanium Elite (TTM),4
demo-centro,2024-04-26,Member (MRD),1
demo-centro,2024-04-26,Silver Elite (SLR),2
demo-centro,2024-04-26,Gold Elite (GLD),3
demo-centro,2024-04-26,Titanium Elite (TTM),3
demo-costa,2024-04-26,Member (MRD),1
demo-costa,2024-04-26,Silver Elite (SLR),4
demo-costa,2024-04-26,Gold Elite (GLD),1
demo-costa,2024-04-26,Platinum Elite (PLT),1
demo-costa,2024-04-26,Titanium Elite (TTM),1
demo-centro,2024-04-27,Member (MRD),1
demo-centro,2024-04-27,Silver Elite (SLR),1
demo-centro,2024-04-27,Gold Elite (GLD),1
demo-centro,2024-04-27,Platinum Elite (PLT),4
demo-centro,2024-04-27,Titanium Elite (TTM),1
demo-costa,2024-04-27,Member (MRD),4
demo-costa,2024-04-27,Silver Elite (SLR),3
demo-costa,2024-04-27,Platinum Elite (PLT),4
demo-costa,2024-04-27,Titanium Elite (TTM),2
demo-centro,2024-04-28,Member (MRD),3
demo-centro,2024-04-28,Silver Elite (SLR),1
demo-centro,2024-04-28,Gold Elite (GLD),2
demo-centro,2024-04-28,Platinum Elite (PLT),1
demo-centro,2024-04-28,Titanium Elite (TTM),1
demo-costa,2024-04-28,Member (MRD),2
demo-costa,2024-04-28,Silver Elite (SLR),4
demo-costa,2024-04-28,Gold Elite (GLD),4
demo-costa,2024-04-28,Titanium Elite (TTM),2
demo-centro,2024-04-29,Member (MRD),2
demo-centro,2024-04-29,Silver Elite (SLR),3
demo-centro,2024-04-29,Gold Elite (GLD),4
demo-centro,2024-04-29,Titanium Elite (TTM),2
demo-costa,2024-04-29,Member (MRD),4
demo-costa,2024-04-29,Gold Elite (GLD),4
demo-costa,2024-04-29,Platinum Elite (PLT),4
demo-costa,2024-04-29,Titanium Elite (TTM),1
demo-centro,2024-04-30,Member (MRD),2
demo-centro,2024-04-30,Silver Elite (SLR),4
demo-costa,2024-04-30,Member (MRD),4
demo-costa,2024-04-30,Silver Elite (SLR),4
demo-costa,2024-04-30,Gold Elite (GLD),3
demo-costa,2024-04-30,Platinum Elite (PLT),4
demo-costa,2024-04-30,Titanium Elite (TTM),1
demo-centro,2024-05-01,Silver Elite (SLR),3
demo-centro,2024-05-01,Gold Elite (GLD),3
demo-centro,2024-05-01,Platinum Elite (PLT),4
demo-centro,2024-05-01,Titanium Elite (TTM),4
demo-costa,2024-05-01,Member (MRD),1
demo-costa,2024-05-01,Silver Elite (SLR),4
demo-costa,2024-05-01,Gold Elite (GLD),4
demo-costa,2024-05-01,Platinum Elite (PLT),1
demo-costa,2024-05-01,Titanium Elite (TTM),1
demo-centro,2024-05-02,Member (MRD),3
demo-centro,2024-05-02,Silver Elite (SLR),3
demo-centro,2024-05-02,Gold Elite (GLD),4
demo-centro,2024-05-02,Platinum Elite (PLT),4
demo-centro,2024-05-02,Titanium Elite (TTM),4
demo-costa,2024-05-02,Member (MRD),2
demo-costa,2024-05-02,Silver Elite (SLR),2
demo-costa,2024-05-02,Gold Elite (GLD),3
demo-costa,2024-05-02,Platinum Elite (PLT),1
demo-costa,2024-05-02,Titanium Elite (TTM),2
demo-centro,2024-05-03,Member (MRD),3
demo-centro,2024-05-03,Silver Elite (SLR),4
demo-centro,2024-05-03,Platinum Elite (PLT),2
demo-centro,2024-05-03,Titanium Elite (TTM),4
demo-costa,2024-05-03,Member (MRD),3
demo-costa,2024-05-03,Gold Elite (GLD),2
demo-costa,2024-05-03,Titanium Elite (TTM),4
demo-centro,2024-05-04,Member (MRD),3
demo-centro,2024-05-04,Silver Elite (SLR),3
demo-centro,2024-05-04,Gold Elite (GLD),3
demo-costa,2024-05-04,Member (MRD),4
demo-costa,2024-05-04,Silver Elite (SLR),2
demo-costa,2024-05-04,Gold Elite (GLD),4
demo-costa,2024-05-04,Titanium Elite (TTM),4
demo-centro,2024-05-05,Silver Elite (SLR),2
demo-centro,2024-05-05,Gold Elite (GLD),2
demo-centro,2024-05-05,Platinum Elite (PLT),1
demo-costa,2024-05-05,Member (MRD),2
demo-costa,2024-05-05,Gold Elite (GLD),3
demo-costa,2024-05-05,Platinum Elite (PLT),4
demo-costa,2024-05-05,Titanium Elite (TTM),4
demo-centro,2024-05-06,Member (MRD),4
demo-centro,2024-05-06,Silver Elite (SLR),2
demo-centro,2024-05-06,Gold Elite (GLD),2
demo-centro,2024-05-06,Platinum Elite (PLT),1
demo-costa,2024-05-06,Member (MRD),4
demo-costa,2024-05-06,Silver Elite (SLR),1
demo-costa,2024-05-06,Gold Elite (GLD),3
demo-costa,2024-05-06,Platinum Elite (PLT),1
demo-costa,2024-05-06,Titanium Elite (TTM),4
demo-centro,2024-05-07,Member (MRD),2
demo-centro,2024-05-07,Gold Elite (GLD),1
demo-centro,2024-05-07,Platinum Elite (PLT),2
demo-centro,2024-05-07,Titanium Elite (TTM),1
demo-costa,2024-05-07,Member (MRD),3
demo-costa,2024-05-07,Gold Elite (GLD),2
demo-costa,2024-05-07,Platinum Elite (PLT),1
demo-costa,2024-05-07,Titanium Elite (TTM),1
demo-centro,2024-05-08,Gold Elite (GLD),1
demo-centro,2024-05-08,Platinum Elite (PLT),4
demo-costa,2024-05-08,Member (MRD),4
demo-costa,2024-05-08,Silver Elite (SLR),3
demo-costa,2024-05-08,Gold Elite (GLD),3
demo-costa,2024-05-08,Platinum Elite (PLT),2
demo-centro,2024-05-09,Member (MRD),2
demo-centro,2024-05-09,Silver Elite (SLR),1
demo-centro,2024-05-09,Gold Elite (GLD),1
demo-centro,2024-05-09,Platinum Elite (PLT),4
demo-centro,2024-05-09,Titanium Elite (TTM),4
demo-costa,2024-05-09,Member (MRD),3
demo-costa,2024-05-09,Silver Elite (SLR),2
demo-costa,2024-05-09,Gold Elite (GLD),1
demo-costa,2024-05-09,Platinum Elite (PLT),3
