hotel,fecha,tipo,total_occ,arr_rooms,comp_rooms,house_use,deduct_indiv,deduct_group,occ_pct,room_revenue,adr,dep_rooms,day_use,no_show,ooo,personas,fecha_reporte
demo-centro,2024-04-29,History,129,45,0,0,112,17,0.5864,20672.25,160.25,43,0,0,0,219,2026-09-25
demo-costa,2024-04-29,History,75,26,0,0,50,25,0.5357,11406.84,152.09,25,0,0,0,128,2026-09-25
demo-centro,2024-04-30,History,169,59,0,0,144,25,0.7682,26292.88,155.58,56,0,0,0,287,2026-09-25
demo-costa,2024-04-30,History,79,28,0,0,57,22,0.5643,12077.19,152.88,26,0,0,0,134,2026-09-25
demo-centro,2024-05-01,History,142,50,0,0,102,40,0.6455,23630.24,166.41,47,0,0,0,241,2026-09-25
demo-costa,2024-05-01,History,55,19,0,0,48,7,0.3929,8021.3,145.84,18,0,0,0,94,2026-09-25
demo-centro,2024-05-02,History,152,53,0,0,131,21,0.6909,24994.44,164.44,50,0,0,0,258,2026-09-25
demo-costa,2024-05-02,History,66,23,0,0,43,23,0.4714,8945.2,135.53,22,0,0,0,112,2026-09-25
demo-centro,2024-05-03,History,156,55,0,0,102,54,0.7091,25196.17,161.51,51,0,0,0,265,2026-09-25
demo-costa,2024-05-03,History,52,18,0,0,38,14,0.3714,7129.34,137.1,17,0,0,0,88,2026-09-25
demo-centro,2024-05-04,History,165,58,0,0,121,44,0.75,25686.9,155.68,54,0,0,0,280,2026-09-25
demo-costa,2024-05-04,History,71,25,0,0,53,18,0.5071,9621.02,135.51,23,0,0,0,121,2026-09-25
demo-centro,2024-05-05,History,138,48,0,0,116,22,0.6273,21069.2,152.68,46,0,0,0,235,2026-09-25
demo-costa,2024-05-05,History,56,20,0,0,37,19,0.4,7609.07,135.88,18,0,0,0,95,2026-09-25
demo-centro,2024-05-06,History,154,54,0,0,105,49,0.7,24742.67,160.67,51,0,0,0,262,2026-09-25
demo-costa,2024-05-06,History,55,19,0,0,46,9,0.3929,8004.8,145.54,18,0,0,0,94,2026-09-25
demo-centro,2024-05-07,History,141,49,0,0,105,36,0.6409,22736.36,161.25,47,0,0,0,240,2026-09-25
demo-costa,2024-05-07,History,51,18,0,0,39,12,0.3643,7022.81,137.7,17,0,0,0,87,2026-09-25
demo-centro,2024-05-08,History,139,49,0,0,95,44,0.6318,21793.5,156.79,46,0,0,0,236,2026-09-25
demo-costa,2024-05-08,History,64,22,0,0,52,12,0.4571,9192.35,143.63,21,0,0,0,109,2026-09-25
demo-centro,2024-05-09,History,111,39,0,0,74,37,0.5045,18129.75,163.33,37,0,0,0,189,2026-09-25
demo-costa,2024-05-09,History,55,19,0,0,38,17,0.3929,8090.46,147.1,18,0,0,0,94,2026-09-25
demo-centro,2024-05-10,History,180,63,0,0,140,40,0.8182,29134.35,161.86,59,0,0,0,306,2026-09-25
demo-costa,2024-05-10,History,66,23,0,0,53,13,0.4714,9480.93,143.65,22,0,0,0,112,2026-09-25
demo-centro,2024-05-11,History,150,52,0,0,123,27,0.6818,23793.97,158.63,50,0,0,0,255,2026-09-25
demo-costa,2024-05-11,History,71,25,0,0,50,21,0.5071,10128.08,142.65,23,0,0,0,121,2026-09-25
demo-centro,2024-05-12,History,124,43,0,0,82,42,0.5636,20572.43,165.91,41,0,0,0,211,2026-09-25
demo-costa,2024-05-12,History,66,23,0,0,51,15,0.4714,9441.16,143.05,22,0,0,0,112,2026-09-25
demo-centro,2024-05-13,History,152,53,0,0,119,33,0.6909,24222.35,159.36,50,0,0,0,258,2026-09-25
demo-costa,2024-05-13,History,48,17,0,0,38,10,0.3429,6637.31,138.28,16,0,0,0,82,2026-09-25
demo-centro,2024-05-14,History,132,46,0,0,86,46,0.6,21447.31,162.48,44,0,0,0,224,2026-09-25
demo-costa,2024-05-14,History,59,21,0,0,52,7,0.4214,8273.56,140.23,19,0,0,0,100,2026-09-25
demo-centro,2024-05-15,History,152,53,0,0,126,26,0.6909,23554.82,154.97,50,0,0,0,258,2026-09-25
demo-costa,2024-05-15,History,54,19,0,0,40,14,0.3857,7774.6,143.97,18,0,0,0,92,2026-09-25
demo-centro,2024-05-16,History,140,49,0,0,112,28,0.6364,23404.15,167.17,46,0,0,0,238,2026-09-25
demo-costa,2024-05-16,History,50,18,0,0,38,12,0.3571,7297.38,145.95,16,0,0,0,85,2026-09-25
demo-centro,2024-05-17,History,156,55,0,0,111,45,0.7091,24175.61,154.97,51,0,0,0,265,2026-09-25
demo-costa,2024-05-17,History,67,23,0,0,50,17,0.4786,9830.08,146.72,22,0,0,0,114,2026-09-25
demo-centro,2024-05-18,History,159,56,0,0,133,26,0.7227,24672.79,155.17,52,0,0,0,270,2026-09-25
demo-costa,2024-05-18,History,59,21,0,0,53,6,0.4214,8489.36,143.89,19,0,0,0,100,2026-09-25
demo-centro,2024-05-19,History,127,44,0,0,85,42,0.5773,19451.54,153.16,42,0,0,0,216,2026-09-25
demo-costa,2024-05-19,History,51,18,0,0,34,17,0.3643,7322.71,143.58,17,0,0,0,87,2026-09-25
demo-centro,2024-05-20,History,134,47,0,0,120,14,0.6091,21959.73,163.88,44,0,0,0,228,2026-09-25
demo-costa,2024-05-20,History,62,22,0,0,41,21,0.4429,8535.55,137.67,20,0,0,0,105,2026-09-25
demo-centro,2024-05-21,History,150,52,0,0,99,51,0.6818,24436.17,162.91,50,0,0,0,255,2026-09-25
demo-costa,2024-05-21,History,54,19,0,0,44,10,0.3857,7649.43,141.66,18,0,0,0,92,2026-09-25
demo-centro,2024-05-22,History,142,50,0,0,98,44,0.6455,22263.27,156.78,47,0,0,0,241,2026-09-25
demo-costa,2024-05-22,History,55,19,0,0,40,15,0.3929,7701.9,140.03,18,0,0,0,94,2026-09-25
demo-centro,2024-05-23,History,150,52,0,0,100,50,0.6818,24493.99,163.29,50,0,0,0,255,2026-09-25
demo-costa,2024-05-23,History,72,25,0,0,54,18,0.5143,9973.34,138.52,24,0,0,0,122,2026-09-25
demo-centro,2024-05-24,History,159,56,0,0,115,44,0.7227,24313.78,152.92,52,0,0,0,270,2026-09-25
demo-costa,2024-05-24,History,53,19,0,0,39,14,0.3786,7397.82,139.58,17,0,0,0,90,2026-09-25
demo-centro,2024-05-25,History,170,59,0,0,148,22,0.7727,26535.24,156.09,56,0,0,0,289,2026-09-25
demo-costa,2024-05-25,History,68,24,0,0,58,10,0.4857,10086.59,148.33,22,0,0,0,116,2026-09-25
demo-centro,2024-05-26,History,145,51,0,0,127,18,0.6591,24214.45,167.0,48,0,0,0,246,2026-09-25
demo-costa,2024-05-26,History,54,19,0,0,46,8,0.3857,7321.71,135.59,18,0,0,0,92,2026-09-25
demo-centro,2024-05-27,History,138,48,0,0,95,43,0.6273,21436.83,155.34,46,0,0,0,235,2026-09-25
demo-costa,2024-05-27,History,68,24,0,0,59,9,0.4857,10085.56,148.32,22,0,0,0,116,2026-09-25
demo-centro,2024-05-28,History,160,56,0,0,131,29,0.7273,24488.3,153.05,53,0,0,0,272,2026-09-25
demo-costa,2024-05-28,History,57,20,0,0,47,10,0.4071,8367.44,146.8,19,0,0,0,97,2026-09-25
demo-centro,2024-05-29,History,127,44,0,0,93,34,0.5773,19781.7,155.76,42,0,0,0,216,2026-09-25
demo-costa,2024-05-29,History,58,20,0,0,44,14,0.4143,8046.4,138.73,19,0,0,0,99,2026-09-25
demo-centro,2024-05-30,History,149,52,0,0,110,39,0.6773,22937.22,153.94,49,0,0,0,253,2026-09-25
demo-costa,2024-05-30,History,64,22,0,0,50,14,0.4571,9109.99,142.34,21,0,0,0,109,2026-09-25
demo-centro,2024-05-31,History,152,53,0,0,116,36,0.6909,25162.3,165.54,50,0,0,0,258,2026-09-25
demo-costa,2024-05-31,History,63,22,0,0,55,8,0.45,9250.4,146.83,21,0,0,0,107,2026-09-25
demo-centro,2024-06-01,History,162,57,0,0,133,29,0.7364,24835.93,153.31,53,0,0,0,275,2026-09-25
demo-costa,2024-06-01,History,57,20,0,0,49,8,0.4071,7926.87,139.07,19,0,0,0,97,2026-09-25
demo-centro,2024-06-02,History,142,50,0,0,110,32,0.6455,21765.71,153.28,47,0,0,0,241,2026-09-25
demo-costa,2024-06-02,History,49,17,0,0,36,13,0.35,7198.87,146.92,16,0,0,0,83,2026-09-25
demo-centro,2024-06-03,History,149,52,0,0,120,29,0.6773,22925.03,153.86,49,0,0,0,253,2026-09-25
demo-costa,2024-06-03,History,55,19,0,0,47,8,0.3929,7620.59,138.56,18,0,0,0,94,2026-09-25
demo-centro,2024-06-04,History,156,55,0,0,138,18,0.7091,24271.83,155.59,51,0,0,0,265,2026-09-25
demo-costa,2024-06-04,History,47,16,0,0,40,7,0.3357,6626.69,140.99,16,0,0,0,80,2026-09-25
demo-centro,2024-06-05,History,148,52,0,0,97,51,0.6727,23376.14,157.95,49,0,0,0,252,2026-09-25
demo-costa,2024-06-05,History,61,21,0,0,46,15,0.4357,8198.49,134.4,20,0,0,0,104,2026-09-25
demo-centro,2024-06-06,History,131,46,0,0,107,24,0.5955,20732.47,158.26,43,0,0,0,223,2026-09-25
demo-costa,2024-06-06,History,47,16,0,0,36,11,0.3357,6589.33,140.2,16,0,0,0,80,2026-09-25
demo-centro,2024-06-07,History,143,50,0,0,106,37,0.65,22890.5,160.07,47,0,0,0,243,2026-09-25
demo-costa,2024-06-07,History,59,21,0,0,48,11,0.4214,8504.32,144.14,19,0,0,0,100,2026-09-25
demo-centro,2024-06-08,History,151,53,0,0,116,35,0.6864,24967.35,165.35,50,0,0,0,257,2026-09-25
demo-costa,2024-06-08,History,57,20,0,0,46,11,0.4071,8165.98,143.26,19,0,0,0,97,2026-09-25
demo-centro,2024-06-09,History,120,42,0,0,79,41,0.5455,18620.28,155.17,40,0,0,0,204,2026-09-25
demo-costa,2024-06-09,History,52,18,0,0,44,8,0.3714,7354.56,141.43,17,0,0,0,88,2026-09-25
demo-centro,2024-06-10,History,132,46,0,0,100,32,0.6,21918.39,166.05,44,0,0,0,224,2026-09-25
demo-costa,2024-06-10,History,43,15,0,0,30,13,0.3071,6067.39,141.1,14,0,0,0,73,2026-09-25
demo-centro,2024-06-11,History,151,53,0,0,107,44,0.6864,24239.35,160.53,50,0,0,0,257,2026-09-25
demo-costa,2024-06-11,History,69,24,0,0,62,7,0.4929,9604.81,139.2,23,0,0,0,117,2026-09-25
demo-centro,2024-06-12,History,117,41,0,0,80,37,0.5318,18889.99,161.45,39,0,0,0,199,2026-09-25
demo-costa,2024-06-12,History,60,21,0,0,52,8,0.4286,8735.48,145.59,20,0,0,0,102,2026-09-25
demo-centro,2024-06-13,History,132,46,0,0,99,33,0.6,20693.12,156.77,44,0,0,0,224,2026-09-25
demo-costa,2024-06-13,History,59,21,0,0,39,20,0.4214,7920.76,134.25,19,0,0,0,100,2026-09-25
demo-centro,2024-06-14,History,160,56,0,0,117,43,0.7273,24987.3,156.17,53,0,0,0,272,2026-09-25
demo-costa,2024-06-14,History,68,24,0,0,61,7,0.4857,10018.28,147.33,22,0,0,0,116,2026-09-25
demo-centro,2024-06-15,History,155,54,0,0,108,47,0.7045,23940.03,154.45,51,0,0,0,264,2026-09-25
demo-costa,2024-06-15,History,58,20,0,0,38,20,0.4143,7956.55,137.18,19,0,0,0,99,2026-09-25
demo-centro,2024-06-16,History,140,49,0,0,120,20,0.6364,21313.66,152.24,46,0,0,0,238,2026-09-25
demo-costa,2024-06-16,History,44,15,0,0,36,8,0.3143,6475.37,147.17,15,0,0,0,75,2026-09-25
demo-centro,2024-06-17,History,107,37,0,0,92,15,0.4864,16292.67,152.27,35,0,0,0,182,2026-09-25
demo-costa,2024-06-17,History,59,21,0,0,48,11,0.4214,8727.76,147.93,19,0,0,0,100,2026-09-25
demo-centro,2024-06-18,History,151,53,0,0,112,39,0.6864,24408.13,161.64,50,0,0,0,257,2026-09-25
demo-costa,2024-06-18,History,45,16,0,0,37,8,0.3214,6638.75,147.53,15,0,0,0,76,2026-09-25
demo-centro,2024-06-19,History,147,51,0,0,96,51,0.6682,23034.85,156.7,49,0,0,0,250,2026-09-25
demo-costa,2024-06-19,History,56,20,0,0,50,6,0.4,7608.29,135.86,18,0,0,0,95,2026-09-25
demo-centro,2024-06-20,History,142,50,0,0,123,19,0.6455,22848.44,160.9,47,0,0,0,241,2026-09-25
demo-costa,2024-06-20,History,38,13,0,0,29,9,0.2714,5583.69,146.94,13,0,0,0,65,2026-09-25
demo-centro,2024-06-21,History,143,50,0,0,98,45,0.65,22647.73,158.38,47,0,0,0,243,2026-09-25
demo-costa,2024-06-21,History,70,24,0,0,50,20,0.5,9915.88,141.66,23,0,0,0,119,2026-09-25
demo-centro,2024-06-22,History,133,47,0,0,103,30,0.6045,20755.0,156.05,44,0,0,0,226,2026-09-25
demo-costa,2024-06-22,History,65,23,0,0,45,20,0.4643,8779.44,135.07,21,0,0,0,110,2026-09-25
demo-centro,2024-06-23,History,106,37,0,0,71,35,0.4818,17145.67,161.75,35,0,0,0,180,2026-09-25
demo-costa,2024-06-23,History,47,16,0,0,38,9,0.3357,6745.6,143.52,16,0,0,0,80,2026-09-25
demo-centro,2024-06-24,History,143,50,0,0,95,48,0.65,22582.24,157.92,47,0,0,0,243,2026-09-25
demo-costa,2024-06-24,History,33,12,0,0,24,9,0.2357,4613.51,139.8,11,0,0,0,56,2026-09-25
demo-centro,2024-06-25,History,150,52,0,0,104,46,0.6818,22946.64,152.98,50,0,0,0,255,2026-09-25
demo-costa,2024-06-25,History,63,22,0,0,53,10,0.45,8949.6,142.06,21,0,0,0,107,2026-09-25
demo-centro,2024-06-26,History,128,45,0,0,106,22,0.5818,20479.07,159.99,42,0,0,0,218,2026-09-25
demo-costa,2024-06-26,History,51,18,0,0,43,8,0.3643,7543.02,147.9,17,0,0,0,87,2026-09-25
demo-centro,2024-06-27,History,150,52,0,0,128,22,0.6818,24060.2,160.4,50,0,0,0,255,2026-09-25
demo-costa,2024-06-27,History,57,20,0,0,40,17,0.4071,7658.49,134.36,19,0,0,0,97,2026-09-25
demo-centro,2024-06-28,History,159,56,0,0,117,42,0.7227,24162.64,151.97,52,0,0,0,270,2026-09-25
demo-costa,2024-06-28,History,72,25,0,0,48,24,0.5143,10026.11,139.25,24,0,0,0,122,2026-09-25
demo-centro,2024-06-29,History,152,53,0,0,124,28,0.6909,23893.77,157.2,50,0,0,0,258,2026-09-25
demo-costa,2024-06-29,History,55,19,0,0,43,12,0.3929,7980.54,145.1,18,0,0,0,94,2026-09-25
demo-centro,2024-06-30,History,122,43,0,0,105,17,0.5545,20222.32,165.76,40,0,0,0,207,2026-09-25
demo-costa,2024-06-30,History,57,20,0,0,48,9,0.4071,8344.7,146.4,19,0,0,0,97,2026-09-25
demo-centro,2024-07-01,History,181,63,0,0,162,19,0.8227,28884.59,159.58,60,0,0,0,308,2026-09-25
demo-costa,2024-07-01,History,55,19,0,0,48,7,0.3929,8191.37,148.93,18,0,0,0,94,2026-09-25
demo-centro,2024-07-02,History,180,63,0,0,151,29,0.8182,27948.98,155.27,59,0,0,0,306,2026-09-25
demo-costa,2024-07-02,History,58,20,0,0,46,12,0.4143,8212.52,141.6,19,0,0,0,99,2026-09-25
demo-centro,2024-07-03,History,167,58,0,0,132,35,0.7591,26210.33,156.95,55,0,0,0,284,2026-09-25
demo-costa,2024-07-03,History,77,27,0,0,53,24,0.55,11237.03,145.94,25,0,0,0,131,2026-09-25
demo-centro,2024-07-04,History,157,55,0,0,139,18,0.7136,24970.31,159.05,52,0,0,0,267,2026-09-25
demo-costa,2024-07-04,History,76,27,0,0,62,14,0.5429,10800.58,142.11,25,0,0,0,129,2026-09-25
demo-centro,2024-07-05,History,165,58,0,0,119,46,0.75,27880.53,168.97,54,0,0,0,280,2026-09-25
demo-costa,2024-07-05,History,62,22,0,0,50,12,0.4429,8919.13,143.86,20,0,0,0,105,2026-09-25
demo-centro,2024-07-06,History,184,64,0,0,148,36,0.8364,30302.31,164.69,61,0,0,0,313,2026-09-25
demo-costa,2024-07-06,History,78,27,0,0,69,9,0.5571,11812.63,151.44,26,0,0,0,133,2026-09-25
demo-centro,2024-07-07,History,147,51,0,0,101,46,0.6682,24532.86,166.89,49,0,0,0,250,2026-09-25
demo-costa,2024-07-07,History,67,23,0,0,59,8,0.4786,9607.34,143.39,22,0,0,0,114,2026-09-25
demo-centro,2024-07-08,History,145,51,0,0,121,24,0.6591,24244.38,167.2,48,0,0,0,246,2026-09-25
demo-costa,2024-07-08,History,58,20,0,0,50,8,0.4143,8203.74,141.44,19,0,0,0,99,2026-09-25
demo-centro,2024-07-09,History,163,57,0,0,140,23,0.7409,27010.56,165.71,54,0,0,0,277,2026-09-25
demo-costa,2024-07-09,History,78,27,0,0,54,24,0.5571,11725.92,150.33,26,0,0,0,133,2026-09-25
demo-centro,2024-07-10,History,145,51,0,0,114,31,0.6591,23668.03,163.23,48,0,0,0,246,2026-09-25
demo-costa,2024-07-10,History,82,29,0,0,59,23,0.5857,12091.63,147.46,27,0,0,0,139,2026-09-25
demo-centro,2024-07-11,History,142,50,0,0,109,33,0.6455,23412.86,164.88,47,0,0,0,241,2026-09-25
demo-costa,2024-07-11,History,72,25,0,0,64,8,0.5143,10549.91,146.53,24,0,0,0,122,2026-09-25
demo-centro,2024-07-12,History,175,61,0,0,136,39,0.7955,28575.76,163.29,58,0,0,0,298,2026-09-25
demo-costa,2024-07-12,History,88,31,0,0,63,25,0.6286,13342.43,151.62,29,0,0,0,150,2026-09-25
demo-centro,2024-07-13,History,180,63,0,0,136,44,0.8182,28982.29,161.01,59,0,0,0,306,2026-09-25
demo-costa,2024-07-13,History,74,26,0,0,65,9,0.5286,10583.37,143.02,24,0,0,0,126,2026-09-25
demo-centro,2024-07-14,History,161,56,0,0,141,20,0.7318,26988.45,167.63,53,0,0,0,274,2026-09-25
demo-costa,2024-07-14,History,63,22,0,0,50,13,0.45,9524.32,151.18,21,0,0,0,107,2026-09-25
demo-centro,2024-07-15,History,133,47,0,0,109,24,0.6045,21216.74,159.52,44,0,0,0,226,2026-09-25
demo-costa,2024-07-15,History,68,24,0,0,61,7,0.4857,9964.27,146.53,22,0,0,0,116,2026-09-25
demo-centro,2024-07-16,History,155,54,0,0,113,42,0.7045,24122.38,155.63,51,0,0,0,264,2026-09-25
demo-costa,2024-07-16,History,64,22,0,0,55,9,0.4571,9144.84,142.89,21,0,0,0,109,2026-09-25
demo-centro,2024-07-17,History,167,58,0,0,138,29,0.7591,27646.93,165.55,55,0,0,0,284,2026-09-25
demo-costa,2024-07-17,History,75,26,0,0,52,23,0.5357,11312.74,150.84,25,0,0,0,128,2026-09-25
demo-centro,2024-07-18,History,162,57,0,0,119,43,0.7364,27527.65,169.92,53,0,0,0,275,2026-09-25
demo-costa,2024-07-18,History,81,28,0,0,62,19,0.5786,12279.76,151.6,27,0,0,0,138,2026-09-25
demo-centro,2024-07-19,History,196,69,0,0,166,30,0.8909,30440.99,155.31,65,0,0,0,333,2026-09-25
demo-costa,2024-07-19,History,76,27,0,0,55,21,0.5429,10954.06,144.13,25,0,0,0,129,2026-09-25
demo-centro,2024-07-20,History,198,69,0,0,149,49,0.9,30869.7,155.91,65,0,0,0,337,2026-09-25
demo-costa,2024-07-20,History,85,30,0,0,65,20,0.6071,12740.91,149.89,28,0,0,0,144,2026-09-25
demo-centro,2024-07-21,History,148,52,0,0,125,23,0.6727,23022.21,155.56,49,0,0,0,252,2026-09-25
demo-costa,2024-07-21,History,70,24,0,0,48,22,0.5,9718.28,138.83,23,0,0,0,119,2026-09-25
demo-centro,2024-07-22,History,155,54,0,0,131,24,0.7045,25369.43,163.67,51,0,0,0,264,2026-09-25
demo-costa,2024-07-22,History,77,27,0,0,64,13,0.55,10818.08,140.49,25,0,0,0,131,2026-09-25
demo-centro,2024-07-23,History,143,50,0,0,99,44,0.65,22393.64,156.6,47,0,0,0,243,2026-09-25
demo-costa,2024-07-23,History,76,27,0,0,68,8,0.5429,11046.85,145.35,25,0,0,0,129,2026-09-25
demo-centro,2024-07-24,History,146,51,0,0,126,20,0.6636,22801.76,156.18,48,0,0,0,248,2026-09-25
demo-costa,2024-07-24,History,67,23,0,0,44,23,0.4786,9844.81,146.94,22,0,0,0,114,2026-09-25
demo-centro,2024-07-25,History,150,52,0,0,121,29,0.6818,24015.57,160.1,50,0,0,0,255,2026-09-25
demo-costa,2024-07-25,History,78,27,0,0,68,10,0.5571,11629.27,149.09,26,0,0,0,133,2026-09-25
demo-centro,2024-07-26,History,172,60,0,0,149,23,0.7818,28426.66,165.27,57,0,0,0,292,2026-09-25
demo-costa,2024-07-26,History,80,28,0,0,53,27,0.5714,11255.53,140.69,26,0,0,0,136,2026-09-25
demo-centro,2024-07-27,History,183,64,0,0,152,31,0.8318,28772.96,157.23,60,0,0,0,311,2026-09-25
demo-costa,2024-07-27,History,83,29,0,0,64,19,0.5929,12119.33,146.02,27,0,0,0,141,2026-09-25
demo-centro,2024-07-28,History,171,60,0,0,131,40,0.7773,28483.56,166.57,56,0,0,0,291,2026-09-25
demo-costa,2024-07-28,History,66,23,0,0,48,18,0.4714,9883.1,149.74,22,0,0,0,112,2026-09-25
demo-centro,2024-07-29,History,169,59,0,0,147,22,0.7682,27868.72,164.9,56,0,0,0,287,2026-09-25
demo-costa,2024-07-29,History,72,25,0,0,51,21,0.5143,10207.35,141.77,24,0,0,0,122,2026-09-25
demo-centro,2024-07-30,History,161,56,0,0,117,44,0.7318,26533.77,164.81,53,0,0,0,274,2026-09-25
demo-costa,2024-07-30,History,71,25,0,0,47,24,0.5071,9825.1,138.38,23,0,0,0,121,2026-09-25
demo-centro,2024-07-31,History,156,55,0,0,127,29,0.7091,24523.09,157.2,51,0,0,0,265,2026-09-25
demo-costa,2024-07-31,History,61,21,0,0,48,13,0.4357,9134.3,149.74,20,0,0,0,104,2026-09-25
demo-centro,2024-08-01,History,143,50,0,0,114,29,0.65,22572.52,157.85,47,0,0,0,243,2026-09-25
demo-costa,2024-08-01,History,57,20,0,0,39,18,0.4071,7805.39,136.94,19,0,0,0,97,2026-09-25
demo-centro,2024-08-02,History,146,51,0,0,113,33,0.6636,24382.27,167.0,48,0,0,0,248,2026-09-25
demo-costa,2024-08-02,History,72,25,0,0,50,22,0.5143,10489.56,145.69,24,0,0,0,122,2026-09-25
demo-centro,2024-08-03,History,135,47,0,0,120,15,0.6136,22441.4,166.23,45,0,0,0,230,2026-09-25
demo-costa,2024-08-03,History,58,20,0,0,42,16,0.4143,8019.32,138.26,19,0,0,0,99,2026-09-25
demo-centro,2024-08-04,History,129,45,0,0,90,39,0.5864,19836.27,153.77,43,0,0,0,219,2026-09-25
demo-costa,2024-08-04,History,54,19,0,0,47,7,0.3857,7709.6,142.77,18,0,0,0,92,2026-09-25
demo-centro,2024-08-05,History,148,52,0,0,117,31,0.6727,24156.39,163.22,49,0,0,0,252,2026-09-25
demo-costa,2024-08-05,History,61,21,0,0,52,9,0.4357,8949.6,146.71,20,0,0,0,104,2026-09-25
demo-centro,2024-08-06,History,152,53,0,0,122,30,0.6909,25277.96,166.3,50,0,0,0,258,2026-09-25
demo-costa,2024-08-06,History,52,18,0,0,47,5,0.3714,7410.6,142.51,17,0,0,0,88,2026-09-25
demo-centro,2024-08-07,History,127,44,0,0,90,37,0.5773,20796.65,163.75,42,0,0,0,216,2026-09-25
demo-costa,2024-08-07,History,40,14,0,0,32,8,0.2857,5755.5,143.89,13,0,0,0,68,2026-09-25
demo-centro,2024-08-08,History,152,53,0,0,100,52,0.6909,23988.57,157.82,50,0,0,0,258,2026-09-25
demo-costa,2024-08-08,History,54,19,0,0,37,17,0.3857,7867.44,145.69,18,0,0,0,92,2026-09-25
demo-centro,2024-08-09,History,184,64,0,0,157,27,0.8364,28767.17,156.34,61,0,0,0,313,2026-09-25
demo-costa,2024-08-09,History,66,23,0,0,55,11,0.4714,9512.98,144.14,22,0,0,0,112,2026-09-25
demo-centro,2024-08-10,History,173,61,0,0,126,47,0.7864,28523.97,164.88,57,0,0,0,294,2026-09-25
demo-costa,2024-08-10,History,64,22,0,0,57,7,0.4571,9092.14,142.06,21,0,0,0,109,2026-09-25
demo-centro,2024-08-11,History,126,44,0,0,85,41,0.5727,20525.72,162.9,42,0,0,0,214,2026-09-25
demo-costa,2024-08-11,History,62,22,0,0,48,14,0.4429,9156.5,147.69,20,0,0,0,105,2026-09-25
demo-centro,2024-08-12,History,132,46,0,0,110,22,0.6,22099.12,167.42,44,0,0,0,224,2026-09-25
demo-costa,2024-08-12,History,63,22,0,0,52,11,0.45,9203.37,146.09,21,0,0,0,107,2026-09-25
demo-centro,2024-08-13,History,139,49,0,0,107,32,0.6318,23168.5,166.68,46,0,0,0,236,2026-09-25
demo-costa,2024-08-13,History,65,23,0,0,47,18,0.4643,9267.87,142.58,21,0,0,0,110,2026-09-25
demo-centro,2024-08-14,History,144,50,0,0,100,44,0.6545,23276.76,161.64,48,0,0,0,245,2026-09-25
demo-costa,2024-08-14,History,56,20,0,0,45,11,0.4,8177.56,146.03,18,0,0,0,95,2026-09-25
demo-centro,2024-08-15,History,137,48,0,0,105,32,0.6227,22734.61,165.95,45,0,0,0,233,2026-09-25
demo-costa,2024-08-15,History,62,22,0,0,55,7,0.4429,9185.85,148.16,20,0,0,0,105,2026-09-25
demo-centro,2024-08-16,History,162,57,0,0,118,44,0.7364,26659.26,164.56,53,0,0,0,275,2026-09-25
demo-costa,2024-08-16,History,76,27,0,0,63,13,0.5429,10396.38,136.79,25,0,0,0,129,2026-09-25
demo-centro,2024-08-17,History,171,60,0,0,128,43,0.7773,28102.89,164.34,56,0,0,0,291,2026-09-25
demo-costa,2024-08-17,History,59,21,0,0,45,14,0.4214,8267.76,140.13,19,0,0,0,100,2026-09-25
demo-centro,2024-08-18,History,151,53,0,0,119,32,0.6864,23479.64,155.49,50,0,0,0,257,2026-09-25
demo-costa,2024-08-18,History,66,23,0,0,50,16,0.4714,9464.9,143.41,22,0,0,0,112,2026-09-25
demo-centro,2024-08-19,History,134,47,0,0,103,31,0.6091,22436.36,167.44,44,0,0,0,228,2026-09-25
demo-costa,2024-08-19,History,74,26,0,0,62,12,0.5286,10741.37,145.15,24,0,0,0,126,2026-09-25
demo-centro,2024-08-20,History,149,52,0,0,130,19,0.6773,22861.41,153.43,49,0,0,0,253,2026-09-25
demo-costa,2024-08-20,History,57,20,0,0,47,10,0.4071,8474.86,148.68,19,0,0,0,97,2026-09-25
demo-centro,2024-08-21,History,125,44,0,0,98,27,0.5682,20416.82,163.33,41,0,0,0,212,2026-09-25
demo-costa,2024-08-21,History,61,21,0,0,54,7,0.4357,8894.65,145.81,20,0,0,0,104,2026-09-25
demo-centro,2024-08-22,History,146,51,0,0,121,25,0.6636,24149.55,165.41,48,0,0,0,248,2026-09-25
demo-costa,2024-08-22,History,69,24,0,0,62,7,0.4929,9517.96,137.94,23,0,0,0,117,2026-09-25
demo-centro,2024-08-23,History,149,52,0,0,130,19,0.6773,23493.29,157.67,49,0,0,0,253,2026-09-25
demo-costa,2024-08-23,History,63,22,0,0,43,20,0.45,8813.24,139.89,21,0,0,0,107,2026-09-25
demo-centro,2024-08-24,History,137,48,0,0,120,17,0.6227,21105.26,154.05,45,0,0,0,233,2026-09-25
demo-costa,2024-08-24,History,67,23,0,0,45,22,0.4786,9671.24,144.35,22,0,0,0,114,2026-09-25
